href,titles,prices
https://24h.pchome.com.tw/prod/DYAQ9D-A900F5ISN,SONY 索尼 WH-1000XM5 主動式降噪旗艦 藍牙耳機(頂級降噪 /極真音質/配戴舒適)[公司貨 保固12+6],"$11,900"
https://24h.pchome.com.tw/prod/DYAQFN-A900GISCS,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,"$7,990"
https://24h.pchome.com.tw/prod/DMAF20-A900HEGRT,SONY 索尼 NW-WS623 無線入耳/頸掛 防水無線運動隨身聽,"$3,790"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQXIX,SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固12個月),"$4,190"
https://24h.pchome.com.tw/prod/DYAQ9D-A900F6VMP,SONY 索尼 WH-1000XM5 銀色 主動式降噪旗艦 藍牙耳機(台灣公司貨 保固12+6),"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9D-A900F5NLZ,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (台灣公司貨保固12+6),"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I0Z65,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (公司貨 保固12+6個月),"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HVO38,SONY 索尼 MDR-M1 封閉式監聽耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900I6DUK,SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機,"$5,490"
https://24h.pchome.com.tw/prod/DYAQFN-A900I0NU9,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GAF0B,SONY 索尼 [ 公司貨 保固 12+6 個月] MDR MV1 開放式錄音室監聽耳機,"$11,290"
https://24h.pchome.com.tw/prod/DYAQFN-A900I1NSC,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N,"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9D-A900GR4UJ,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N (公司貨保固12個月),"$6,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900HXFO6,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰(公司貨 保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQO32,SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固12個月),"$4,190"
https://24h.pchome.com.tw/prod/DCAY7S-A9009YQKA,SONY 索尼 IER-Z1R Signature Series 旗艦入耳式耳機,"$50,190"
https://24h.pchome.com.tw/prod/DYAQBC-A900GIT5L,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),"$7,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900GIQP4,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900I1SUJ,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9D-A900F5UKN,SONY 索尼 WH-1000XM5 黑色 主動式降噪旗艦 藍牙耳機(頂級降噪 /極真音質/配戴舒適)[公司貨 保固12+6],"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9D-A900F5ND5,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (台灣公司貨保固12+6),"$11,900"
https://24h.pchome.com.tw/prod/DSBC01-A900HXH9X,SONY 索尼 HT-AN7 BRAVIA Theatre U 無線頸掛式揚聲器 藍牙耳機 台灣公司貨,"$8,990"
https://24h.pchome.com.tw/prod/DCAY7T-A900FOCHG,SONY 索尼 MDR-Z1R 日本製 台灣公司貨 Signature Series 封閉式 旗艦級耳機,"$50,190"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HEV1N,SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 【公司貨保固12個月】,"$5,990"
https://24h.pchome.com.tw/prod/DCAY7S-A9009VXE9,SONY 索尼 送皮質收納袋+帆布袋+記憶耳塞 IER-Z1R 旗艦入耳式立體聲耳機 可拆換導線,"$50,190"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7GKJ,SONY 索尼 INZONE H9 WH-G900N 無線降噪 電競耳機 白色,"$6,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900AU89Y,SONY 索尼 WH-1000XM4 藍牙降噪耳罩式耳機《公司貨註冊保固2年》,"$7,900"
https://24h.pchome.com.tw/prod/DYAQ9M-A900G43D2,SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,"$3,900"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HEXQ1,SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),"$5,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900GQVP1,SONY 索尼 INZONE Buds 真無線降噪遊戲耳塞式耳機 WF-G700N,"$5,890"
https://24h.pchome.com.tw/prod/DYAQ9D-A900FHXFN,SONY 索尼 INZONE H9無線降噪電競耳機 (WH-G900N),"$6,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900IAJA5,SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,"$5,990"
https://24h.pchome.com.tw/prod/DYAQ9N-A900G1YBF,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,"$3,550"
https://24h.pchome.com.tw/prod/DYAQF4-A900I1T4B,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900G6NGC,SONY 索尼 WF-LS900N LinkBuds S 真無線藍牙耳機 白色,"$3,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HGQTC,SONY 索尼 WH-1000XM5 無線藍牙降噪 耳罩式耳機[福利品],"$8,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900G6NH5,SONY 索尼 WF-LS900N LinkBuds S 真無線藍牙耳機 淡褐,"$3,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900GIU2N,SONY 索尼 WF-1000XM5 黑色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7GSK,SONY 索尼 MDR-7506 錄音監聽耳機 頭戴式耳機,"$3,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900I10TZ,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900EQFD8,SONY 索尼 WF-L900 LinkBuds 真無線藍牙耳機《公司貨註冊保固1年6個月》,"$3,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQVJC,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N (公司貨 保固 12 個月),"$6,990"
https://24h.pchome.com.tw/prod/DCAY7T-A900860VT,SONY 索尼 送木質耳機架+帆布袋 MDR-Z1R 旗艦級立體聲可拆卸耳機,"$50,190"
https://24h.pchome.com.tw/prod/DYAQ9D-A900FQZXL,SONY 索尼 WH-1000XM5 主動式降噪耳罩式耳機,"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GDZ3H,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (台灣公司貨保固12+6),"$11,900"
https://24h.pchome.com.tw/prod/DYAQFN-A900HVE9S,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DCAY7T-A9007L55N,SONY 索尼 MDR-Z1R 日本製 公司貨 Signature Series 封閉式 旗艦級耳機,"$50,190"
https://24h.pchome.com.tw/prod/DYAQ9D-A900G7IOX,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機 公司貨 4色 公司貨,"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900I1P6L,SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQFN-A900I0OWQ,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQFN-A900GQL6B,SONY 索尼 INZONE Buds 真無線降噪遊戲耳塞式耳機 WF-G700N (公司貨 保固 12 個月) 黑色,"$5,890"
https://24h.pchome.com.tw/prod/DCAY7T-A900GZ0XI,SONY 索尼 WH-CH720N 無線防噪立體聲 藍牙耳罩式耳機,"$4,190"
https://24h.pchome.com.tw/prod/DYAQF4-A900FR4BP,SONY 索尼 WF-LS900N 真無線藍牙耳機LinkBuds S 【地球藍色】,"$4,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HBWLK,SONY 索尼 WH-1000XM5 主動式降噪旗艦 藍牙耳機,"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9D-A900FMEAH,SONY 索尼 WH-G900N INZONE H9 無線降噪電競耳機麥克風組 白色,"$6,990"
https://24h.pchome.com.tw/prod/DCAY7T-A900GZDT9,SONY 索尼 WF-1000XM5 真無線 入耳式 降噪耳機,"$7,990"
https://24h.pchome.com.tw/prod/DMAFI3-A900F5OLV,SONY 索尼 WF-LS900N 真無線 主動降噪藍芽耳機,"$4,290"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQKZA,SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固 12 個月) 黑色,"$4,190"
https://24h.pchome.com.tw/prod/DYAQ9D-A900FPUJE,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (台灣公司貨保固12+6),"$11,900"
https://24h.pchome.com.tw/prod/DMAFI3-A900G4AUG,SONY 索尼 WH-CH720N 無線防噪立體聲 藍牙耳罩式耳機,"$4,190"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GQKPR,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N (公司貨 保固 12 個月) 黑色,"$6,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900FR3XB,SONY 索尼 WF-LS900N LinkBuds S 真無線藍牙耳機 地球藍,"$3,990"
https://24h.pchome.com.tw/prod/DYAQHK-A900I7HIB,SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,"$5,990"
https://24h.pchome.com.tw/prod/DYAQFN-A900GIU2T,SONY 索尼 WF-1000XM5 銀色 旗艦真無線藍牙耳機 (公司貨 保固 12+6 個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900H1NNS,SONY 索尼 WF-1000XM5 真無線主動式降噪耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5TPI,SONY 索尼 [ 公司貨 保固12+6] LinkBuds S主動式降噪真無線藍牙耳機WF-LS900N(通透環境音/高品質通話/配戴舒適),"$4,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GLS7E,SONY 索尼 MDR-Z7M2 高解析度HD驅動單元 立體聲耳罩式耳機,"$17,890"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7GXQ,SONY 索尼 MDR-MV1 開放式 專業監聽 耳罩式耳機 [ 公司貨 保固12+6個月],"$11,390"
https://24h.pchome.com.tw/prod/DYAQ8E-A900IFT9J,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,"$5,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HF2AY,SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨保固12個月),"$5,990"
https://24h.pchome.com.tw/prod/DYAQ06-A900F5JCB,SONY 索尼 LinkBuds WF-LS900N真無線降噪入耳式藍牙耳機(原廠公司貨),"$4,490"
https://24h.pchome.com.tw/prod/DYAQKC-A900H9NRW,SONY 索尼 WF-LS900N 真無線 藍牙降噪耳機 (3色)【公司貨保固12個月註冊延長6個月】,"$3,990"
https://24h.pchome.com.tw/prod/DYAQF4-A900GKBLH,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900GEUB4,SONY 索尼 WH-1000XM5無線藍牙降噪耳罩式耳機(原廠公司貨),"$11,900"
https://24h.pchome.com.tw/prod/DYAQ99-A900G0BOM,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,"$3,990"
https://24h.pchome.com.tw/prod/DYAQBC-A900I0WFJ,SONY 索尼 LinkBuds Open 開放式真無線藍牙耳機 2色 WF-L910 公司貨,"$6,490"
https://24h.pchome.com.tw/prod/DMAFI3-A900G3O38,SONY 索尼 WI-OE610 Float Run 離耳式運動耳機,"$3,790"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HBW01,SONY 索尼 WH-1000XM5 主動式降噪旗艦 藍牙耳機,"$11,900"
https://24h.pchome.com.tw/prod/DYAQFN-A900I0MUI,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5JTD,SONY 索尼 WF-LS900N LinkBuds S 真無線耳機《公司貨註冊保固1年6個月》,"$4,490"
https://24h.pchome.com.tw/prod/DYAQ0R-A900E9GP2,SONY 索尼 WF-L900 LinkBuds 真無線藍牙耳機《公司貨註冊保固1年6個月》,"$3,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900G9P6S,SONY 索尼 MDR-MV1 開放式 專業監聽 耳罩式耳機 [ 公司貨 保固12+6個月],"$11,390"
https://24h.pchome.com.tw/prod/DYAQ9D-A900I10PG,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機 公司貨 4色 公司貨,"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5ZUI,SONY 索尼 WF-LS900N LinkBuds S 真無線耳機【黑色】《公司貨註冊保固1年6個月》,"$4,490"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7GCQ,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,"$7,900"
https://24h.pchome.com.tw/prod/DSBC59-A900I0ZJJ,SONY 索尼 真無線降噪耳機 WF-LS910,"$6,490"
https://24h.pchome.com.tw/prod/DMAFI3-A900EQUK7,SONY 索尼 WF-L900 Linkbuds 開放式 真無線藍牙耳機,"$3,790"
https://24h.pchome.com.tw/prod/DYAQ9N-A900G15SB,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,"$3,550"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HX6T2,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機 公司貨 4色 公司貨,"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900HX6TQ,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900IATF9,SONY 索尼 WH-ULT900N 無線降噪 耳罩式耳機,"$5,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HTBYH,SONY 索尼 MDR-M1 封閉式監聽耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900F67JJ,SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,"$11,900"
https://24h.pchome.com.tw/prod/DYAQA1-A900G76SH,SONY 索尼 WI-OE610 Float Run 離耳式運動藍牙耳機 公司貨,"$3,690"
https://24h.pchome.com.tw/prod/DMAAMT-A900HF0Y6,SONY 索尼 WH-ULT900N 無線降噪 耳罩式耳機,"$5,790"
https://24h.pchome.com.tw/prod/DYAQHK-A900HO1IE,SONY 索尼 WH-1000XM5無線藍牙降噪耳罩式耳機+ LAPO三代八合一行動電源WT-08(原廠公司貨),"$11,900"
https://24h.pchome.com.tw/prod/DMAF4B-A900GSC4O,SONY 索尼 WF-1000XM5 真無線 入耳式 降噪耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900I0LSC,SONY 索尼 WH-CH720N 無線降噪耳罩式耳機 公司貨,"$3,900"
https://24h.pchome.com.tw/prod/DYAQHK-A900HNMX4,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 公司貨 保固 12+6 個月,"$11,900"
https://24h.pchome.com.tw/prod/DYAQIL-A900HBW0A,SONY 索尼 WF-1000XM5 真無線主動式降噪耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900F5J8J,SONY 索尼 WH-1000XM5無線藍牙降噪耳罩式耳機(原廠公司貨),"$11,900"
https://24h.pchome.com.tw/prod/DSBC01-A900HVNA7,SONY 索尼 旗艦 無線藍牙降噪耳罩式耳機 WH-1000XM5 四色,"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900GJ3V6,SONY 索尼 WF-1000XM5 真無線主動式降噪藍牙耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HEXAZ,SONY 索尼 WH-ULT900N 無線降噪耳機【公司貨 原廠保固一年】,"$5,990"
https://24h.pchome.com.tw/prod/DCAYPG-A900GYLCT,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機[福利品] (公司貨 保固12+6個月),"$6,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900I7GG9,SONY 索尼 WH-1000XM5 (3色) 無線藍牙降噪 耳罩式耳機【公司貨保固12個月註冊延長6個月】,"$11,900"
https://24h.pchome.com.tw/prod/DYAQFN-A900I0P92,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQA1-A900HTCZ6,SONY 索尼 MDR-M1 封閉式監聽耳機 (公司貨 保固12+6個月),"$7,990"
https://24h.pchome.com.tw/prod/DSBC01-A900H4ZB9,SONY 索尼 WF-G700N 電競真無線耳機 INZONE Buds,"$5,880"
https://24h.pchome.com.tw/prod/DMAFI3-A900G1AW0,SONY 索尼 WI-OE610 Float Run 離耳式運動耳機,"$3,790"
https://24h.pchome.com.tw/prod/DYAQF4-A900F5PFE,SONY 索尼 LinkBuds S主動式降噪真無線藍牙耳機WF-LS900N(台灣公司貨保固12+6),"$4,490"
https://24h.pchome.com.tw/prod/DMAF4B-A900F5ONM,SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900HEITP,SONY 索尼 WF-SP700N 無線降噪耳機 粉色 (公司貨),"$4,900"
https://24h.pchome.com.tw/prod/DSBC40-A900GF4HE,SONY 索尼 【南紡購物中心】 LinkBuds S主動式降噪真無線藍牙耳機 WF-LS900N (台灣公司貨保固12+6),"$4,200"
https://24h.pchome.com.tw/prod/DYAQF4-A900GJ4KZ,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 銀色,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900GOX5W,SONY 索尼 WH-CH720 無線藍牙 耳罩式耳機 3色 公司貨,"$4,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900GR4WI,SONY 索尼 INZONE Buds 真無線降噪遊戲耳塞式耳機 WF-G700N (台灣公司貨保固12個月),"$5,890"
https://24h.pchome.com.tw/prod/DYAQF4-A900GCMDU,SONY 索尼 WF-L900 真無線藍牙耳機 2色 LinkBuds 公司貨,"$3,990"
https://24h.pchome.com.tw/prod/DSBC01-A900HVN0I,SONY 索尼 WF-1000XM5旗艦真無線藍牙降噪耳機 三色 原廠公司貨,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ9M-A900HGQWB,SONY 索尼 INZONE H9 無線降噪電競耳機 WH-G900N 【黑色】[福利品](公司貨 保固12個月),"$6,990"
https://24h.pchome.com.tw/prod/DYAQ9D-A900GRKY6,SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨保固12個月),"$4,190"
https://24h.pchome.com.tw/prod/DYAQF4-A900GPD3M,SONY 索尼 WH-CH720N 無線降噪耳罩式耳機(公司貨),"$4,041"
https://24h.pchome.com.tw/prod/DCAY7T-A900GZ1EJ,SONY 索尼 WF-L900 Linkbuds 開放式 真無線藍牙耳機,"$3,790"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HFKXS,SONY 索尼 WH-ULT900N 無線重低音降噪耳機 3色 公司貨,"$5,990"
https://24h.pchome.com.tw/prod/DYAQ5I-A900GJEQR,SONY 索尼 Kimber Kable 合作 MUC-B20SB2 耳機用更換導線 適用於MDR-Z1RZ7Z7M2,"$7,590"
https://24h.pchome.com.tw/prod/DYAQ9M-A900GD5G3,SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,"$3,990"
https://24h.pchome.com.tw/prod/DSBC59-A900I0ZQI,SONY 索尼 無線藍牙耳機 開放式環狀設計 WF-L910,"$6,490"
https://24h.pchome.com.tw/prod/DYAQF4-A900H2NQE,SONY 索尼 WF-1000XM5 真無線主動式降噪耳機,"$7,990"
https://24h.pchome.com.tw/prod/DYAQ5I-A900GC6K3,SONY 索尼 Kimber Kable 合作 MUC-B20SB2 耳機用更換導線 適用於MDR-Z1RZ7Z7M2,"$7,590"
https://24h.pchome.com.tw/prod/DMAF4B-A900F5IRY,SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,"$11,900"
https://24h.pchome.com.tw/prod/DYAQ9D-A900GF0G0,SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 (3色可選) (公司貨 保固12+6個月),"$11,900"
https://24h.pchome.com.tw/prod/DYAQF4-A900I0KUS,SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910 (公司貨保固12+6個月),"$6,490"
https://24h.pchome.com.tw/prod/DYAQ9D-A900HF69M,SONY 索尼 WH-ULT900N無線藍牙降噪耳罩式耳機(原廠公司貨),"$5,990"
